,ResponseId,MainBranch,Employment,RemoteWork,EdLevel,YearsCode,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,WorkExp,ConvertedCompYearly,C#,C,HTML/CSS,Python,Dart,Bash/Shell,JavaScript,Java,Haskell,Assembly,Go,Groovy,Crystal,PHP,Delphi,C++,Clojure,Kotlin,APL,Rust,TypeScript,COBOL,PowerShell,Scala,Elixir,F#,LISP,Ruby,Julia,MATLAB,Objective-C,Erlang,Swift,Fortran,OCaml,R,SQL,Perl,Lua,VBA
12242,12243,2,2,2,2,3,9,12,1,1,1,1,2,1,2,2.0,74651.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12245,12246,2,2,2,1,3,1,1,1,1,1,1,1,1,4,2.0,103000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12249,12250,2,2,2,6,3,1,1,2,1,1,4,198,1,2,2.0,80000.0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
12252,12253,2,1,1,1,2,2,11,2,1,1,1,1,1,3,1.0,32412.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12254,12255,2,2,1,1,2,5,1,1,1,1,1,1,1,2,1.0,140000.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12255,12256,2,2,2,1,2,5,4,2,1,1,1,4,1,2,0.0,63986.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12256,12257,2,1,3,5,3,2,11,2,1,1,1,35,1,22,2.0,7476.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12258,12259,2,1,1,1,2,5,18,5,1,1,6,199,1,2,0.0,9028.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
12260,12261,2,2,2,1,3,8,1,2,1,1,1,22,1,2,0.0,280000.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12262,12263,2,2,3,2,3,4,41,1,1,1,1,10,1,2,2.0,22884.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12263,12264,2,2,1,1,3,8,18,2,1,1,1,20,1,2,0.0,12897.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12275,12276,2,2,1,7,3,7,3,2,1,1,1,1,1,10,1.0,126496.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12277,12278,2,2,1,2,2,9,1,2,1,1,1,1,1,2,0.0,165000.0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12278,12279,2,2,1,1,3,8,14,2,1,1,1,1,1,5,1.0,125639.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12279,12280,2,1,1,1,3,8,1,1,1,1,1,1,1,2,2.0,170000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12280,12281,2,2,2,1,4,4,4,1,1,1,1,2,1,2,2.0,87448.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12282,12283,2,2,3,2,3,3,4,2,1,1,7,2,1,2,2.0,81673.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12284,12285,2,2,2,2,3,5,10,2,1,1,1,4,1,9,2.0,63986.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,12286,2,2,1,1,1,8,51,5,1,1,1,4,1,2,0.0,7824.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12287,12288,2,2,2,1,3,8,3,3,1,1,1,1,1,2,3.0,156168.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12289,12290,2,2,1,1,3,4,14,1,1,1,1,69,1,19,2.0,113075.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12290,12291,2,2,1,1,4,1,1,1,4,4,6,4,1,25,2.0,182000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12292,12293,2,2,1,2,2,4,1,2,1,1,1,32,4,2,1.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12293,12294,2,2,2,4,2,1,46,5,1,1,1,5,1,6,0.0,31176.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12305,12306,2,2,2,1,2,5,26,5,7,3,3,79,1,3,0.0,45048.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12306,12307,2,2,1,6,3,1,3,1,1,1,1,1,1,2,1.0,80000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12308,12309,2,2,1,6,3,2,1,2,1,1,1,1,1,2,0.0,111000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12309,12310,2,2,1,5,2,9,1,2,1,1,4,1,1,2,1.0,153500.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12310,12311,2,2,2,2,2,2,4,2,1,1,1,2,1,2,0.0,42657.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12312,12313,2,2,1,1,3,1,2,2,1,1,1,2,1,2,0.0,53322.0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12321,12322,2,2,2,2,3,8,4,2,1,1,1,6,1,1,1.0,95979.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12322,12323,2,1,2,1,3,4,14,2,1,1,1,2,1,2,2.0,75384.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12326,12327,2,2,1,2,3,7,18,1,1,1,1,20,1,2,2.0,38692.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12327,12328,2,2,1,1,4,8,1,1,1,1,1,1,1,2,2.0,160000.0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12328,12329,2,2,2,2,3,8,1,1,1,1,1,1,1,2,2.0,130000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12329,12330,2,2,1,2,2,2,115,2,1,1,4,15,1,2,0.0,120000.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12333,12334,2,2,3,2,3,8,14,2,1,1,1,1,1,7,1.0,69102.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12334,12335,2,2,3,1,3,2,15,1,1,1,1,2,1,2,1.0,19200.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12336,12337,2,2,3,2,4,2,12,3,1,1,11,2,1,2,3.0,74651.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12337,12338,2,2,2,1,4,4,1,1,1,1,1,32,1,2,3.0,142000.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12341,12342,2,1,2,1,2,5,1,2,1,1,1,1,1,2,1.0,150000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12342,12343,2,2,3,2,2,9,27,2,1,1,1,2,1,2,0.0,15360.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12348,12349,2,2,1,1,4,1,1,3,1,1,1,1,1,9,3.0,205000.0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12350,12351,2,2,1,2,3,4,17,2,1,1,1,4,1,2,2.0,72480.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12351,12352,2,2,1,7,4,2,1,1,1,1,1,1,1,8,1.0,140000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12353,12354,2,2,2,2,4,8,16,3,1,1,1,4,1,2,2.0,64608.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12354,12355,2,2,1,1,2,3,13,2,1,1,4,70,1,15,1.0,720.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12355,12356,2,2,2,1,4,1,33,1,1,1,1,4,1,2,2.0,30988.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12358,12359,2,2,2,1,4,4,20,1,1,1,1,2,1,2,3.0,58654.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12362,12363,2,1,1,1,3,4,1,2,1,1,1,1,1,17,2.0,185000.0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
12371,12372,2,4,3,1,3,2,14,2,1,1,2,4,1,1,0.0,36184.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12376,12377,2,2,1,1,4,4,14,1,1,1,1,1,1,2,3.0,72243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12377,12378,2,2,1,1,2,1,14,5,2,1,7,200,1,4,0.0,41461.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12381,12382,2,2,2,1,4,1,1,3,1,1,1,56,1,1,3.0,120000.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12382,12383,2,3,1,2,4,2,19,3,1,1,1,2,1,2,3.0,6399.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,12384,2,1,1,1,2,1,11,2,1,1,1,70,1,2,1.0,37392.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12384,12385,2,2,2,1,2,1,1,2,1,1,1,22,1,2,0.0,130000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
12385,12386,2,2,1,1,3,1,15,5,1,1,4,21,1,2,0.0,29860.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12389,12390,1,2,1,2,4,3,1,3,1,1,1,19,1,2,3.0,205000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12392,12393,2,2,1,9,4,4,1,1,1,1,1,4,1,6,1.0,160000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12395,12396,2,2,2,1,3,5,18,2,1,1,1,20,1,2,2.0,51589.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
12396,12397,2,2,3,1,2,4,36,2,1,1,1,40,1,2,0.0,12552.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12401,12402,2,2,1,1,3,8,1,2,1,1,1,1,1,2,0.0,110000.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12402,12403,2,2,2,6,4,7,14,1,1,1,1,4,1,2,2.0,61563.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12403,12404,2,2,2,2,2,5,1,1,1,1,1,1,1,1,2.0,82000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12410,12411,2,2,1,1,2,5,4,2,1,1,1,1,1,2,0.0,74651.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12412,12413,2,2,1,1,2,1,23,2,1,4,1,2,1,4,1.0,45180.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12413,12414,2,1,2,5,2,8,20,2,1,1,1,70,1,2,0.0,25596.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12415,12416,2,2,1,7,1,7,1,1,1,1,1,3,1,3,0.0,82000.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12416,12417,2,1,1,1,4,9,1,1,1,1,1,1,1,2,2.0,160000.0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12418,12419,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2.0,170000.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12424,12425,2,2,1,1,4,5,14,1,1,1,1,201,1,13,3.0,150767.0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12425,12426,2,2,1,1,2,1,1,2,1,1,1,7,1,2,1.0,72000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12428,12429,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1.0,115000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12430,12431,2,2,3,2,2,9,36,2,1,1,1,20,1,2,0.0,4092.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12436,12437,2,2,1,1,3,7,1,1,1,1,1,1,1,17,2.0,200000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12437,12438,2,2,1,3,4,1,1,3,1,1,1,85,1,2,3.0,107000.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12439,12440,2,2,1,1,3,3,4,1,1,1,4,202,1,2,2.0,88514.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12440,12441,2,2,3,1,1,1,40,5,1,1,1,79,1,9,0.0,40536.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12444,12445,2,2,2,6,4,1,1,1,1,1,1,1,1,2,2.0,215000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12446,12447,2,2,2,1,4,8,1,1,1,1,1,4,1,1,2.0,110000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12453,12454,2,2,3,5,1,2,64,5,4,1,4,66,1,13,0.0,6036.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12455,12456,2,2,1,1,3,1,15,2,1,1,4,103,1,2,2.0,255945.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12456,12457,2,1,1,5,2,4,41,2,1,1,1,10,1,2,0.0,15048.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12459,12460,2,2,1,6,3,4,19,2,1,1,1,2,1,2,1.0,58654.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12464,12465,2,2,1,1,4,5,1,1,1,1,1,203,1,2,2.0,110000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12469,12470,2,2,1,1,3,5,1,2,1,1,1,4,1,4,1.0,125000.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12471,12472,2,2,1,2,1,4,6,2,1,1,1,2,1,2,0.0,19428.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12474,12475,2,3,1,1,4,2,1,3,1,1,1,1,1,2,3.0,228000.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12476,12477,2,2,1,1,4,8,1,1,1,1,1,1,1,2,3.0,167000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,12478,2,2,3,1,1,9,9,5,1,1,1,2,1,9,0.0,51853.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12478,12479,2,2,2,5,3,3,11,2,1,1,1,35,1,2,2.0,92441.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12479,12480,2,2,2,5,4,8,1,3,1,1,1,1,1,2,2.0,50000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12483,12484,1,2,3,5,4,1,1,1,1,1,1,28,1,3,3.0,88000.0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12486,12487,2,3,1,1,2,5,6,2,1,1,1,4,1,2,1.0,52728.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12487,12488,2,2,1,1,4,4,1,1,1,1,1,1,1,2,3.0,180000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12493,12494,2,2,1,4,3,7,10,2,1,1,1,204,1,4,2.0,74651.0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12495,12496,2,2,3,2,4,9,4,1,1,1,1,4,1,2,1.0,42228.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12497,12498,2,2,1,1,1,4,14,2,1,1,1,1,1,1,0.0,50256.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12498,12499,2,2,1,1,5,10,1,4,1,1,1,1,1,2,4.0,150000.0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
12500,12501,2,2,1,2,2,4,1,2,1,1,3,205,1,2,1.0,73000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12501,12502,2,3,1,5,4,1,6,2,1,1,1,4,1,13,2.0,82944.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12502,12503,2,2,1,2,3,1,11,2,1,1,1,1,1,3,2.0,55200.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12503,12504,2,1,1,5,4,1,47,1,1,1,1,2,1,2,3.0,65460.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
12506,12507,2,2,2,1,3,1,1,2,1,1,1,1,1,2,2.0,115000.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12507,12508,2,2,1,1,2,4,1,2,1,1,1,1,1,2,1.0,160000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12509,12510,2,2,2,3,4,4,4,2,1,2,4,2,1,17,2.0,44796.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12510,12511,2,2,2,2,3,3,11,1,1,1,1,35,1,2,2.0,62316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12515,12516,2,2,1,2,3,8,4,2,1,1,1,2,1,2,1.0,159966.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12517,12518,2,2,1,1,2,5,18,2,1,1,1,20,1,2,1.0,46430.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12519,12520,2,2,1,2,2,1,3,1,1,1,8,3,1,9,1.0,62467.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
